No,DEG ID, Gene Name, Function, Organism
35	DEG10190035	yaeL/rseP	inner membrane zinc RIP metalloprotease; RpoE activator* by degrading RseA	Escherichia coli MG1655 II
36	DEG10190036	yaeT/bamA	outer membrane protein assembly factor* forms pores; required for OM biogenesis; in BamABCD OM protein complex	Escherichia coli MG1655 II
37	DEG10190037	lpxD	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase	Escherichia coli MG1655 II
38	DEG10190038	fabZ	(3R)-hydroxymyristol acyl carrier protein dehydratase	Escherichia coli MG1655 II
39	DEG10190039	lpxA	UDP-N-acetylglucosamine acetyltransferase	Escherichia coli MG1655 II
40	DEG10190040	lpxB	tetraacyldisaccharide-1-P synthase	Escherichia coli MG1655 II
41	DEG10190041	dnaE	DNA polymerase III alpha subunit	Escherichia coli MG1655 II
42	DEG10190042	accA	acetyl-CoA carboxylase* carboxytransferase* alpha subunit	Escherichia coli MG1655 II
43	DEG10190043	tilS	tRNA(Ile)-lysidine synthetase	Escherichia coli MG1655 II
44	DEG10190044	proS	prolyl-tRNA synthetase	Escherichia coli MG1655 II
45	DEG10190045	yagG	CP4-6 prophage; predicted sugar transporter	Escherichia coli MG1655 II
46	DEG10190046	hemB	5-aminolevulinate dehydratase (porphobilinogen synthase)	Escherichia coli MG1655 II
47	DEG10190047	secD	SecYEG protein translocase auxillary subunit	Escherichia coli MG1655 II
48	DEG10190048	secF	SecYEG protein translocase auxillary subunit	Escherichia coli MG1655 II
49	DEG10190049	ribD	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	Escherichia coli MG1655 II
50	DEG10190050	ribE	riboflavin synthase beta chain	Escherichia coli MG1655 II
51	DEG10190051	thiL	thiamin-monophosphate kinase	Escherichia coli MG1655 II
52	DEG10190052	dxs	1-deoxyxylulose-5-phosphate synthase* thiamine-requiring* FAD-requiring	Escherichia coli MG1655 II
53	DEG10190053	ispA	geranyltranstransferase	Escherichia coli MG1655 II
54	DEG10190054	dnaX	DNA polymerase III/DNA elongation factor III* tau and gamma subunits	Escherichia coli MG1655 II
55	DEG10190055	adk	adenylate kinase	Escherichia coli MG1655 II
56	DEG10190056	hemH	ferrochelatase	Escherichia coli MG1655 II
57	DEG10190057	lpxH	UDP-2*3-diacylglucosamine pyrophosphatase	Escherichia coli MG1655 II
58	DEG10190058	cysS	cysteinyl-tRNA synthetase	Escherichia coli MG1655 II
59	DEG10190059	folD	bifunctional 5*10-methylene-tetrahydrofolate dehydrogenase/ 5*10-methylene-tetrahydrofolate cyclohydrolase	Escherichia coli MG1655 II
60	DEG10190060	entD	phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex	Escherichia coli MG1655 II
