ID_gene,S1_A_Ct_T1,S1_B_Ct_T1,S2_Ct_T1,S1_A_LI_T1,S1_B_LI_T1,S2_LI_T1
CpCp13_RS01730,24.976353,56.966162,7.668873,13.461368,12.20749,0
CpCp13_RS01735,7.46794,5.299127,7.643322,1.609982,8.030099,2.603201
CpCp13_RS01740,8.594816,7.312264,9.801995,13.896903,3.300643,5.350021
CpCp13_RS01745,182.643956,195.16821,128.114777,190.607253,216.06609,182.484106
CpCp13_RS01750,56.019785,58.874478,55.244331,94.840528,81.33571,32.737405
CpCp13_RS01755,45.645751,46.438927,37.985755,40.077984,32.288517,20.829414
CpCp13_RS01760,105.863694,121.464203,61.914204,67.715734,73.917347,40.552024
CpCp13_RS01765,15.391295,13.537039,9.590646,10.979155,11.394646,9.467915
CpCp13_RS01770,69.781398,73.604455,101.146424,93.516007,130.895179,59.16806
CpCp13_RS01775,40.687935,40.647225,33.797602,19.069003,30.550603,16.444226
CpCp13_RS01780,38.606406,40.161218,47.305148,43.652064,45.523935,33.879167
CpCp13_RS01785,67.223742,62.262594,56.188678,119.045413,117.344305,86.479261
CpCp13_RS01790,357.769127,267.467066,316.738072,356.726009,384.700637,405.315396
CpCp13_RS01795,188.598374,156.76793,146.70092,248.020715,304.193022,170.929952
CpCp13_RS01800,1.930093,1.025979,0.790168,1.01488,0.276104,0.328195
CpCp13_RS01805,0.221131,0.298878,0.271589,0.079454,0,0.256942
CpCp13_RS01810,0.339514,0.129061,0.069497,0.182986,0,0
CpCp13_RS01815,0,0.092713,0.262105,0.197177,0.089405,0
CpCp13_RS01820,126.604599,126.918228,100.680846,166.663426,121.020983,97.637787
CpCp13_RS01825,269.609455,248.128154,172.203856,334.322103,296.245682,148.391714
CpCp13_RS01830,144.904511,119.522548,95.318714,162.867928,133.303131,107.122698
CpCp13_RS01835,3.008186,3.36053,3.242198,4.367598,4.980971,2.782011
CpCp13_RS01840,5.006023,4.561062,6.099509,10.535317,11.068647,8.309606
CpCp13_RS01845,5.683167,6.25477,5.284827,8.051381,9.523596,4.528133
CpCp13_RS01850,3.487702,3.188838,4.115549,10.02532,11.163824,4.529285
CpCp13_RS01855,62.294001,66.099754,49.537773,78.259419,52.570248,40.617356
CpCp13_RS01860,63.955921,59.27115,53.895263,61.894988,61.83393,45.564342
CpCp13_RS01865,46.084201,45.215095,28.040249,30.99022,23.144135,10.316455
CpCp13_RS01870,42.32606,38.66906,26.137655,37.57311,22.947331,21.697306
CpCp13_RS01875,570.093603,642.109486,463.544039,563.310424,387.000062,276.007288
CpCp13_RS01880,74.353533,57.130893,48.926196,111.255441,73.346117,60.357959
CpCp13_RS01885,0.324752,0.822996,0.398855,0.70012,1.269813,3.3961
CpCp13_RS01890,8.007633,7.912626,6.39126,8.704195,7.104088,3.518482
CpCp13_RS01895,3.018683,1.765391,2.542958,2.50302,1.986139,1.416508
CpCp13_RS01900,1.920678,2.109221,1.354207,1.840316,1.04306,0.371954
CpCp13_RS01905,0.950639,0.412994,0.500382,0.292777,0.796519,0
CpCp13_RS01910,0.857133,0.93093,0.551422,1.055919,3.351473,0.426832
CpCp13_RS01915,0.269164,0.375168,0.606068,0.29014,0.592007,0.234565
CpCp13_RS01920,2.422477,1.458038,2.820281,2.121648,1.850023,1.847203
CpCp13_RS01925,11.829876,11.008377,10.173027,21.320416,15.969314,14.182038
CpCp13_RS01930,38.704579,39.119748,44.941676,69.778632,53.543772,44.183604
CpCp13_RS01935,4.756987,3.680034,3.894963,5.127695,5.38429,3.927334
CpCp13_RS01940,4.686623,4.156937,4.002235,8.919667,7.158258,5.743404
CpCp13_RS01945,11.613858,12.811641,9.509284,13.844447,7.61307,6.667953
CpCp13_RS01955,1749.06667,1418.950533,1630.776385,2115.292938,1944.324331,1784.475671
CpCp13_RS01960,96.353943,91.426553,62.610184,74.877771,70.093601,46.866138
CpCp13_RS01965,32.319107,30.57747,32.107816,26.941158,24.852922,13.51909
CpCp13_RS01970,24.290932,24.43261,20.043295,24.76307,17.670672,9.189447
CpCp13_RS01975,34.574712,33.628392,22.934155,23.965438,18.567292,18.307102
CpCp13_RS01980,80.838677,83.670575,89.181927,121.076457,105.639582,78.1103
CpCp13_RS01985,0.643289,1.358534,1.053435,1.386841,1.676882,0.747467
CpCp13_RS01990,0,0.122782,0.074381,0.522252,0.710409,0.211109
CpCp13_RS01995,5.022463,1.958163,3.637831,3.331606,6.420217,0
CpCp13_RS02000,0.072284,0.073273,0.266332,0.311666,0.070659,0.251969
CpCp13_RS02005,0.169757,0.02868,0.138995,0.121991,0.276569,0.197248
CpCp13_RS02010,0.149262,0.132392,0.068745,0.281564,0.127669,0.260151
CpCp13_RS02015,0.583106,0.422206,0.579748,1.975432,0.651428,0.290373
CpCp13_RS02020,0.82935,1.681409,1.697654,1.787961,0,0
CpCp13_RS02025,0,0,0.729148,0,10.446078,0
CpCp13_RS02030,164.439615,150.091697,103.450677,164.248164,151.307959,117.766299
CpCp13_RS02035,105.19926,89.185055,79.66601,73.733696,71.477092,45.221753
CpCp13_RS02040,5.095498,3.640574,4.021331,7.808736,6.301228,3.852015
CpCp13_RS02045,0,1.302311,1.577872,0,0,0
CpCp13_RS02050,0,0.076224,0.061568,0,0.220513,0.262115
CpCp13_RS02055,0,0.589632,0.952526,2.50799,0,4.055202
CpCp13_RS02060,8.261504,9.120293,7.598387,7.563418,5.088871,3.944965
CpCp13_RS02065,3.345626,2.721031,2.962328,5.19985,6.540859,1.898514
CpCp13_RS02070,2.459405,4.155127,3.244344,4.713003,6.678131,4.762823
CpCp13_RS02075,1.68183,2.080927,1.478316,3.625787,3.529827,3.448578
CpCp13_RS02080,11.498798,8.069693,5.793892,6.356353,8.069994,6.166603
CpCp13_RS02085,5.68088,6.398505,4.586831,9.865776,7.40426,2.750363
CpCp13_RS02090,4.426255,5.187924,4.869969,4.17479,3.245077,1.928649
CpCp13_RS02095,3.748536,2.871002,2.660021,3.950863,3.419998,2.322983
CpCp13_RS02100,482.9805,512.906745,502.35411,804.990285,669.174305,325.399851
CpCp13_RS02105,149.174084,145.339315,106.518632,133.216948,130.51693,77.428115
CpCp13_RS10585,14.248353,9.027138,8.749781,0,8.705065,6.208426
CpCp13_RS02110,14.152367,16.836768,12.31202,19.916573,19.598558,8.222137
CpCp13_RS02115,12.000447,11.841783,9.521478,33.426585,33.842617,17.769168
CpCp13_RS02120,3.66675,2.477966,1.667938,1.756665,2.787816,0
CpCp13_RS02125,7.081746,6.321542,5.884991,5.468862,6.819254,4.421338
CpCp13_RS02130,7.44424,5.22133,7.141911,7.943308,8.747007,4.718072
CpCp13_RS02135,1.047099,0.870376,1.09741,1.444734,1.883358,0.876003
CpCp13_RS02140,14.131117,15.552402,14.070414,13.056293,10.113458,8.620281
CpCp13_RS02145,7.692269,4.915866,3.423008,9.373249,6.211659,3.497476
CpCp13_RS02150,1.170563,0.254269,0.924212,1.622293,0.572126,0.291456
CpCp13_RS02155,0.14742,0.373597,0.633707,1.430179,3.026248,0
CpCp13_RS02160,1.566987,1.509018,0.833969,0.67564,0.765884,1.092452
CpCp13_RS02165,2.450866,1.774585,1.648392,1.132225,0.513381,1.83071
CpCp13_RS02170,1.831416,1.092053,0.882083,1.62576,2.632725,3.004242
CpCp13_RS02175,3.60407,3.097458,2.309453,1.689101,2.604004,1.092452
CpCp13_RS02180,1.910752,1.936912,2.595649,2.995863,0.764102,0.908259
CpCp13_RS02185,3.090747,3.077114,3.163332,2.855662,1.618542,1.923899
CpCp13_RS02190,2.70627,3.51145,3.545377,1.866987,2.010537,0.754689
CpCp13_RS02200,0.5949,0,0.162366,0,0.193843,0.691242
CpCp13_RS02205,1.436405,0.145607,0.705666,0,0.280824,1.001414
CpCp13_RS02210,0.474744,1.010611,0.8163,1.842265,0.649703,1.654879
CpCp13_RS02215,1.449924,0.868503,0.539627,0.852499,1.159638,0
CpCp13_RS02220,0.339514,0.516243,0.416985,0.975925,0.553138,0.788993
CpCp13_RS02225,0.599142,1.457627,0.539627,0,1.054216,0
CpCp13_RS02230,6.691252,6.309637,6.243186,9.057803,11.864813,6.509192
CpCp13_RS02235,1.430292,1.933165,1.951843,0,3.728386,0
CpCp13_RS02240,12.949297,11.243202,7.514105,18.449395,18.381976,9.812852
CpCp13_RS02245,27.550093,32.290907,34.893905,31.553111,38.713129,6.002193
CpCp13_RS02250,0,0.039991,0.032302,0,0.077128,0.275036
CpCp13_RS02255,0.158921,0.241646,0.292776,4.282649,3.029314,2.492882
CpCp13_RS02260,0,0,0.215851,7.388326,4.123157,3.675779
CpCp13_RS02265,0.546534,0.63925,0.447496,15.135991,14.301475,8.499808
CpCp13_RS02270,2.332422,2.279913,2.182581,33.582339,28.825694,16.260881
CpCp13_RS02275,1.254174,1.525614,0.924212,9.553504,9.562685,6.703496
CpCp13_RS02280,0.90537,0.688324,0.787638,8.539343,9.292721,5.128454
CpCp13_RS02285,0.814833,1.44548,1.042462,112.206969,104.343979,68.879084
CpCp13_RS02290,0.063062,0.287663,0.180719,0,0.308221,0
CpCp13_RS02295,4.796801,4.758277,4.516696,1.034122,1.20574,0.716608
CpCp13_RS02300,1.850195,0.937763,1.430755,1.772781,2.411479,0.716608
CpCp13_RS02305,0.386343,0,0.263611,0.555268,1.258866,0
CpCp13_RS02310,2.065246,1.884168,2.113747,2.003569,2.018827,0.719911
CpCp13_RS02315,142.92694,132.099843,79.165198,108.751837,172.58849,175.842279
CpCp13_RS02320,10.083561,8.474328,10.726128,7.246243,12.552832,8.712303
CpCp13_RS02325,1.204727,0.895561,1.31522,0.692592,0.07851,1.119861
CpCp13_RS02330,0.695898,0.529069,0.398855,0.150026,0.680257,0.485157
CpCp13_RS02335,1.047099,0.636861,1.24316,1.354438,1.330633,1.095004
CpCp13_RS02340,2.656257,2.485498,2.509512,3.96451,2.79629,2.849008
CpCp13_RS02345,0.10471,0,0.042868,0,0,0
CpCp13_RS02350,0,0,0,0,4.384198,0
CpCp13_RS02355,7.643009,5.810735,6.329115,6.366208,3.905413,1.211012
CpCp13_RS02360,4.268174,5.949086,9.028048,6.134385,9.387544,8.678922
CpCp13_RS02365,1.242124,1.385042,1.586576,1.071137,1.748456,0
CpCp13_RS02370,1.418222,1.150111,0.812856,2.14024,1.871567,2.719029
CpCp13_RS02375,4.805832,5.311834,3.057887,0.624138,0.792403,0.201835
CpCp13_RS02380,2.179429,1.833906,1.784489,0.319318,0.310259,0.51631
CpCp13_RS02385,0.500425,0.42273,0.386978,0.479487,0.434824,0.387644
CpCp13_RS02390,2.435643,1.481393,2.592557,0,4.761798,0
CpCp13_RS02395,11.181945,10.375572,8.452745,2.752338,3.743952,2.148417
CpCp13_RS02400,7.3626,6.922573,7.338929,2.530434,1.773203,2.603677
CpCp13_RS02405,3.973418,3.452414,3.054199,3.846015,4.518251,2.261336
CpCp13_RS02410,1.22487,1.351196,1.047154,2.252315,2.394679,1.255793
CpCp13_RS02415,4.401555,3.042146,4.750646,1.725296,2.346886,2.789654
CpCp13_RS02420,2.293723,1.699131,2.311474,3.043041,2.069695,1.845125
CpCp13_RS02425,2.878081,2.448602,2.06197,3.102367,2.411479,1.074912
CpCp13_RS02430,0.855264,0.390138,0.315126,1.659445,0.668833,0.894393
CpCp13_RS02435,66.330887,40.343399,66.530867,78.64999,64.840024,57.804639
CpCp13_RS02440,8.214615,7.612625,7.979693,5.449091,5.98685,5.252536
CpCp13_RS02445,0.048607,0.024636,0.059698,0,0.047515,0
CpCp13_RS02450,2.477257,3.024821,2.028347,0.48551,1.320861,1.177542
CpCp13_RS02455,2.422477,3.069553,3.471115,1.305629,1.480018,0
CpCp13_RS02460,5.830272,4.307959,6.499209,4.845972,3.639268,3.917758
CpCp13_RS02465,8.002826,11.357346,9.828923,10.351775,6.258363,5.579307
CpCp13_RS02470,5.832197,3.267182,4.649664,3.308787,4.500877,4.280016
CpCp13_RS02475,0,3.283401,7.956298,41.897677,6.33251,22.581636
CpCp13_RS02480,1.028935,0.463565,0.42124,0.492942,0.670539,0
CpCp13_RS02485,0.32126,1.017683,1.216579,2.424072,1.177649,0.55993
CpCp13_RS02490,0.8644,1.752469,1.742179,0.573392,1.559948,0.463563
CpCp13_RS02495,3.760769,1.667862,1.924544,1.689101,1.838121,0.546226
CpCp13_RS02500,2.495427,2.116596,2.001526,3.952496,2.489122,2.130281
CpCp13_RS02505,4.692256,3.203354,4.077183,3.716022,4.025144,2.002828
CpCp13_RS02510,8.723081,5.719235,6.585379,8.45395,6.493052,4.463446
CpCp13_RS10590,0,0,0.500137,0,0,0
CpCp13_RS02515,192.742993,202.250654,178.158999,444.743257,526.961654,194.212523
CpCp13_RS02520,0,0.493798,0.265903,0,1.269813,1.132033
CpCp13_RS02525,17.135464,12.916198,8.993786,18.944425,17.609315,9.189447
CpCp13_RS02530,11.887488,9.941444,11.290661,15.376642,11.387897,8.080376
CpCp13_RS02535,1.00198,0.96953,0.969574,1.571001,0.712334,0.952565
CpCp13_RS02540,4.141397,4.947755,5.146939,9.24713,8.096628,5.413585
CpCp13_RS02545,5.181021,4.201562,3.340698,5.305534,7.0904,4.966551
CpCp13_RS02550,17.926058,20.11842,11.270327,28.984528,23.155589,22.316888
CpCp13_RS02555,5.136323,5.92184,6.816701,10.099717,10.648676,5.115536
CpCp13_RS02560,5.240561,6.594588,7.989963,8.181242,13.95514,8.818905
CpCp13_RS02565,8.46173,6.75087,8.66045,11.485886,11.947784,7.647162
CpCp13_RS02570,4.664091,5.139071,4.296262,6.339096,6.343318,3.711123
CpCp13_RS02575,1.942622,1.946319,2.27492,3.408851,2.693872,1.259844
CpCp13_RS02580,0.941509,0.38176,1.079254,2.435712,0.368139,0.656389
CpCp13_RS02585,23.219795,26.253576,23.266533,25.554382,30.634233,15.28245
CpCp13_RS02590,12.478133,11.535501,11.488063,19.260165,19.012334,11.435756
CpCp13_RS02595,0,0.186186,0.451164,0,0,0
CpCp13_RS02600,17.428378,16.825698,16.478615,34.889316,25.554982,23.143793
CpCp13_RS02605,16.936214,10.697035,7.893616,13.481381,14.008545,9.990852
CpCp13_RS02610,0,0.29445,0.067953,0.17892,0.081127,0
CpCp13_RS02615,0.06552,0.066417,0.026824,0.282505,0.25619,0.228393
CpCp13_RS02620,1.575556,1.863315,1.684227,0.943521,1.19789,0.305118
CpCp13_RS02625,2.489768,1.295136,1.850827,0.565009,1.216904,0.228393
CpCp13_RS02630,0.640226,0.324496,1.048418,2.070355,0.469377,1.115861
CpCp13_RS02635,0.263623,1.737006,0.755478,0.568333,0.515395,0.918945
CpCp13_RS02640,6.197934,5.718947,3.513317,10.62097,6.213977,2.769869
CpCp13_RS02645,23.153573,22.567846,12.395524,26.877748,24.374183,0
CpCp13_RS02650,13.311633,14.843265,25.068622,40.17719,18.217414,0
CpCp13_RS02655,0,1.174898,1.739832,2.498704,1.132979,0
CpCp13_RS02660,1.214222,1.11895,1.491285,2.61769,1.186931,1.154339
CpCp13_RS02665,1.334641,0.60525,2.156817,2.422986,2.128628,1.224299
CpCp13_RS02670,4.993407,2.97379,3.93522,3.767777,5.73538,3.916394
CpCp13_RS02675,159.170272,189.822837,130.326654,272.500299,178.474021,97.913183
CpCp13_RS02680,6.701432,7.217753,7.116018,6.54645,9.314433,8.030031
CpCp13_RS02685,3.184881,2.248409,3.119976,3.678296,2.334973,2.378994
CpCp13_RS02690,1.280452,1.344339,1.319884,1.577413,1.452834,1.036157
CpCp13_RS02695,1.581204,1.51126,1.877272,2.434893,2.053525,1.181103
CpCp13_RS02700,4.20654,2.95209,3.841678,5.406342,5.456298,3.101853
CpCp13_RS02705,5.397527,5.637223,4.285506,3.878767,4.63667,3.420889
CpCp13_RS02710,1.640513,0.907076,1.236384,2.331015,1.676533,0.779803
CpCp13_RS02715,0,0,0,0,0.108976,0
CpCp13_RS02720,1.258872,0.638053,0,0.54279,3.1995,0.877644
CpCp13_RS02725,9.199038,9.862959,8.208013,7.246243,7.262995,5.138836
CpCp13_RS02730,3.082129,2.659899,1.364113,1.436678,2.19857,1.161491
CpCp13_RS02735,4.275194,3.212933,4.285066,3.813812,4.034997,1.541651
CpCp13_RS02740,0.263623,0.534463,1.18718,0.568333,1.030789,0
CpCp13_RS02745,7.271442,6.255315,6.530918,7.091613,5.971694,3.793436
CpCp13_RS02750,4226.300732,3782.642513,5012.149405,4230.248638,3573.910799,3624.586126
CpCp13_RS02755,0,0,2.461394,0,0,0
CpCp13_RS02760,0.469276,0.4757,0.192119,0,0.344046,0.408954
CpCp13_RS02765,10.566334,10.710993,8.800749,16.888262,14.068596,7.302996
CpCp13_RS02770,10.883844,10.383859,8.125243,13.802367,10.639217,8.926891
CpCp13_RS02775,4.148731,3.799478,3.637057,3.793521,3.426184,2.792622
CpCp13_RS10595,20.293298,8.914155,9.969541,14.583157,6.612394,18.863759
CpCp13_RS02780,0.752505,0.762807,0.718832,0.901274,0.735591,0
CpCp13_RS02785,1.568554,0.993768,1.181109,2.113487,1.916624,1.562206
CpCp13_RS02790,0,0.799813,0.258413,3.742191,4.319152,3.300435
CpCp13_RS02795,0.164764,0.25053,0.472174,0,0.483182,0
CpCp13_RS02800,0.060075,0.030449,0.073783,0.129513,0.117449,0
CpCp13_RS02805,0.035853,0.208975,0.088067,0.23188,0.10514,0.124976
CpCp13_RS10600,0,0,0,0,0,0
CpCp13_RS02810,0,0,0,0,0,0
CpCp13_RS02815,1.241748,1.37318,0.577687,1.4602,2.206979,0.983757
CpCp13_RS02820,3.870954,3.619981,4.240866,2.585845,2.558163,2.470642
CpCp13_RS02825,4.728275,4.193882,4.96556,3.656361,2.863632,1.791521
CpCp13_RS02830,10.061632,6.374614,18.536265,21.691451,9.835485,8.768298
CpCp13_RS02835,18.280087,26.002269,16.898801,15.255203,17.869221,14.388697
CpCp13_RS02840,5.171057,4.186201,4.880859,10.373894,9.267191,5.257424
CpCp13_RS02845,2.168508,1.892891,1.528944,2.077776,1.177649,0.839896
CpCp13_RS02850,5.07349,3.321488,4.803191,2.278693,4.029559,2.579114
CpCp13_RS02855,6.706594,6.158561,7.300168,8.845179,7.018622,4.675617
CpCp13_RS02860,0.597544,1.514313,0.856208,1.288221,0.876171,0
CpCp13_RS02865,0.292277,0.09876,0.139599,0.105018,0.190472,0
CpCp13_RS10605,0,0,0,0,0,0
CpCp13_RS02870,11.889914,8.498694,9.79772,11.501972,13.261769,3.719538
CpCp13_RS02875,7.914722,6.668534,6.732963,16.398225,19.995183,4.29965
CpCp13_RS02880,4.702896,4.06621,3.850673,5.367587,6.490154,2.892974
CpCp13_RS02885,8632.9432,8166.529129,5356.866322,7818.313825,6980.379948,5490.03792
CpCp13_RS02890,0.709111,0.718819,0.464489,3.363235,1.386346,2.471845
CpCp13_RS02895,4.337016,4.716962,3.21818,37.789545,30.118372,19.842536
CpCp13_RS02900,0.468785,1.425608,0.844437,4.244661,5.682279,2.941392
CpCp13_RS02905,0.995907,1.38812,0.509648,3.399472,3.326204,2.314379
CpCp13_RS02910,0.795547,0.940845,0.81423,5.145261,3.888332,5.546294
CpCp13_RS10615,0,0,0,0,0,0
CpCp13_RS02915,24035.940014,22741.35789,31614.052441,28021.64062,26115.660535,42471.140755
CpCp13_RS02920,639.483828,1022.349691,261.609695,130.341231,228.834172,436.294264
CpCp13_RS02925,454277.366871,451557.295318,505543.806608,367288.375649,322424.064322,581226.725944
CpCp13_RS02930,0.292595,0.407826,0.479147,0.630794,0.429028,0.254985
CpCp13_RS02935,0.855264,0.95367,1.190475,0.737531,1.672082,0
CpCp13_RS02940,0.383861,0.194558,0.41252,0.310332,0.281425,0.16726
CpCp13_RS02945,0.328649,0.318006,0.428104,0.579699,0.146028,0.104147
CpCp13_RS02955,15.237382,19.807212,16.732759,17.004516,15.245372,6.873706
CpCp13_RS02960,10.270294,9.227844,8.40919,15.096338,26.46766,6.509192
CpCp13_RS02965,3.855125,1.587586,2.071472,5.713883,5.417185,0
CpCp13_RS02970,0.388016,0.49166,0.397128,0,0.663766,0
CpCp13_RS02975,4.841216,3.996103,3.397653,3.280192,6.625366,3.857299
CpCp13_RS02980,3.00594,1.578948,2.05848,2.827802,2.404127,2.667181
CpCp13_RS02985,3.01645,3.003144,2.734457,2.787016,0.631854,2.253182
CpCp13_RS02990,2.055772,2.083917,1.893646,3.323964,3.918654,1.791521
CpCp13_RS02995,4.337016,4.070733,5.293762,5.021291,1.648709,3.919513
CpCp13_RS03000,0.531713,0.500493,0.684137,1.146298,1.039525,1.059123
CpCp13_RS03005,9.811375,7.796144,7.359661,7.505524,6.868288,3.089108
CpCp13_RS03010,32.097658,36.834447,27.768779,37.863054,33.152238,25.33294
CpCp13_RS03015,1.016111,0.758963,0.613037,0.230588,0.261387,0.745683
CpCp13_RS03020,3.975598,4.487984,5.326642,10.129156,9.009014,8.188983
CpCp13_RS03025,5.052765,5.623,4.811676,4.499301,4.72445,3.063149
CpCp13_RS03030,3.223056,2.489281,3.267332,4.301423,3.90076,4.815019
CpCp13_RS03035,1.445507,1.098972,0.295891,1.558154,1.413017,0
CpCp13_RS03040,0.240945,0.268668,0.256468,0,0.423954,0.167979
CpCp13_RS03045,0.821232,1.308176,0.960593,1.264615,2.523005,0
CpCp13_RS03050,4.17602,3.149082,2.877194,3.732913,1.393908,2.485328
CpCp13_RS03055,0.982803,0.298878,0.536471,1.553775,1.024761,0.456785
CpCp13_RS03060,0.403746,0.511592,0.165291,2.176049,0.197336,0
CpCp13_RS03065,0.74693,0.902763,0.917366,3.096685,2.190427,1.802545
CpCp13_RS03070,0.654246,0.829003,0.468727,6.523381,3.277646,5.986556
CpCp13_RS03075,0.30281,0.092087,0.371905,3.13351,2.782434,3.377743
CpCp13_RS03080,0.273267,0.369345,0.55937,3.534752,5.164421,4.12778
CpCp13_RS03085,0.653564,0.283934,0.840919,3.623121,2.920569,1.301838
CpCp13_RS03090,6.910852,6.20939,5.594219,18.73639,13.715758,8.942534
CpCp13_RS03095,6.456518,5.823046,4.664574,12.077071,7.88925,9.267324
CpCp13_RS03100,1.909765,2.258563,2.971015,4.391662,4.355963,2.219043
CpCp13_RS03105,2.533558,1.712163,1.406013,4.005461,2.641721,0.981285
CpCp13_RS10620,0,0,0,18.125306,16.436999,0
CpCp13_RS03110,1173.290301,1129.023853,1336.592163,916.466458,831.100901,711.286415
CpCp13_RS03115,35.833691,22.941648,21.619083,40.659134,12.905158,6.574229
CpCp13_RS03120,7.69029,6.45151,6.785253,7.717891,5.702887,4.15972
CpCp13_RS03125,23.811947,27.155191,31.682509,38.501385,46.553493,10.375566
CpCp13_RS03130,2.650398,2.686684,2.56468,2.59722,5.181655,4.199479
CpCp13_RS03135,2.679207,2.283814,2.941555,1.57527,2.261854,3.3961
CpCp13_RS03140,4.613394,5.545057,3.561539,4.546662,3.092368,2.756834
CpCp13_RS03145,0.799763,0.729641,0.869146,1.065854,0.710716,0.456193
CpCp13_RS03150,1.737048,1.936912,0.497796,2.246897,0.509402,0
CpCp13_RS03155,0.821232,0.535163,0.720445,0.758769,1.14682,0
CpCp13_RS03160,7.740916,8.259888,6.338166,12.296654,8.761708,8.521124
CpCp13_RS03165,2.55402,2.808806,3.077616,4.986662,3.674265,2.01575
CpCp13_RS03170,2.007489,2.089972,2.665471,2.456353,2.970071,1.513032
CpCp13_RS03175,2.443303,3.095942,4.001093,5.267415,4.776774,8.516952
CpCp13_RS03180,0.469276,0.34191,0.396245,0.822,0.774104,0.511193
CpCp13_RS03185,8.529464,7.254047,6.036861,21.193312,25.013264,13.60631
CpCp13_RS03190,3.33639,3.176401,2.381091,1.555196,3.2614,1.728799
CpCp13_RS03195,10.136914,9.28418,8.5184,5.750986,8.344484,4.959384
CpCp13_RS03200,7.13209,6.255513,7.268522,5.125258,3.609507,3.879067
CpCp13_RS03205,0.263623,0.400848,0.431702,0,0,0
CpCp13_RS03210,0.106199,0.107653,0.695633,0.228949,0.103812,0
CpCp13_RS03215,0.460437,0.31116,0.1885,0.661757,0.600117,1.605006
CpCp13_RS03220,0.097426,0.691317,0.358969,0.210036,0,0.33961
CpCp13_RS03225,1.876011,0.633898,1.024037,1.348138,2.343248,1.089911
CpCp13_RS03230,2.31806,2.114816,2.151066,2.332124,4.531918,1.077383
CpCp13_RS03235,4.460835,2.997077,3.610006,4.02569,2.433808,1.084865
CpCp13_RS03240,1101.092726,882.511849,883.910088,779.3499,619.222226,670.533811
CpCp13_RS03245,271.057591,299.533083,210.032032,280.894899,358.214833,182.484106
CpCp13_RS03250,530.305244,630.417665,836.836058,1226.409257,1856.76447,873.863215
CpCp13_RS03255,475.790802,399.85943,404.555161,359.446462,413.419425,411.088243
CpCp13_RS03260,501.217818,439.452908,309.251958,681.107816,606.054824,496.823551
CpCp13_RS03265,1014.58424,969.833436,750.570987,1611.694497,1531.169563,775.586333
CpCp13_RS03270,46.632686,50.647625,38.430205,55.489245,41.884517,41.694012
CpCp13_RS03275,28.839815,27.867562,26.22563,35.672089,30.21978,17.900277
CpCp13_RS03280,8.305421,7.797581,8.123939,4.085775,4.794965,3.303172
CpCp13_RS03285,20.109667,20.190838,18.347324,32.205522,27.52075,10.681751
CpCp13_RS03290,84.172029,131.033895,71.380412,90.731477,135.174558,20.957846
CpCp13_RS03295,40.952395,46.800099,54.567471,74.961129,61.558552,43.095338
CpCp13_RS03300,0.13338,0.067603,0.054605,0.287549,0,0
CpCp13_RS03305,0.373465,0.662512,0.688025,0.402569,0.365071,0
CpCp13_RS03310,9.970041,7.755016,8.890774,9.150908,8.973996,6.193768
CpCp13_RS03315,5.023603,4.958369,4.654483,7.837627,7.882953,2.534553
CpCp13_RS03320,1.723686,2.111302,1.17611,2.167679,7.161011,2.002828
CpCp13_RS03325,6.538703,6.144138,5.71474,6.810676,6.750824,4.609788
CpCp13_RS03330,5.703833,6.814408,3.836259,7.026659,4.779113,4.260562
CpCp13_RS03335,2.579328,2.124396,2.243917,2.432791,3.624448,2.809723
CpCp13_RS03340,1.131713,0.917765,0.778371,1.756665,1.593038,0.473396
CpCp13_RS10630,0,0,0,0,11.305913,0
CpCp13_RS03345,8.02211,7.115446,7.26314,2.660697,2.601368,0.941088
CpCp13_RS03350,3.319691,2.655305,3.206535,2.683794,1.977469,0.904054
CpCp13_RS03355,1.534789,3.319042,1.130999,0.661757,1.90037,1.426672
CpCp13_RS03360,3.989288,3.764272,3.961354,4.300169,4.936758,2.514915
CpCp13_RS03365,2.150254,1.892891,2.038592,3.659718,2.433808,0.788993
CpCp13_RS03370,14.5912,12.979824,12.251867,41.567593,39.806099,26.988277
CpCp13_RS03375,2.800989,3.385363,2.646249,6.73529,4.844214,4.506364
CpCp13_RS03380,1.229126,2.012694,2.051494,2.242157,3.696923,0.988738
CpCp13_RS03385,2.790258,2.567369,2.530665,3.516695,2.811468,1.795639
CpCp13_RS03390,37.586255,42.183067,26.745081,102.252943,73.482921,56.151214
CpCp13_RS03395,7.543935,7.647216,7.721101,20.329567,5.530782,0
CpCp13_RS03400,8.525938,10.193911,7.383679,13.432059,12.287761,9.525646
CpCp13_RS03405,0.291012,0.368745,1.370092,0.94107,0.568942,1.014419
CpCp13_RS03410,1.063293,1.01797,1.06408,0.764103,1.039394,1.235488
CpCp13_RS03415,1.149124,1.123254,0.63846,1.769534,1.203531,0.572237
CpCp13_RS03420,1.207612,1.870222,1.153574,3.181983,1.967449,1.870905
CpCp13_RS10635,416.215037,534.925765,349.920086,5832.453696,5332.773749,1735.846909
CpCp13_RS03425,3.412373,3.545567,3.678778,1.348708,1.278676,1.784245
CpCp13_RS03430,1.493861,2.187341,1.427014,4.29407,3.082823,0.578595
CpCp13_RS03435,4.621087,4.993697,5.104411,8.082709,8.523062,4.862898
CpCp13_RS03440,3.92866,2.900794,4.050708,5.019042,2.465416,1.690699
