Name,S1_Ct_Cp13,S2_A_Ct_Cp13,S2_B_Ct_Cp13,S3_Ct_Cp13,S4_A_Ct_Cp13,S4_B_Ct_Cp13,S1_LI_Cp13,S2_LI_Cp13,S3_LI_Cp13,S3_A_LI_Cp13,S3_B_LI_Cp13
CpCp13_RS02825,60.412409,2.226615,1.879817,3.332516,2.139867,2.47506,9.0535,1.558026,1.17265,3.339738,3.163396
CpCp13_RS02830,252.875661,19.231398,3.066816,13.344907,0,18.354195,35.839651,13.456756,0,0,21.112788
CpCp13_RS02835,190.160974,10.519516,4.313672,15.294449,8.184028,8.605448,43.536557,8.412348,8.969716,14.369621,22.27236
CpCp13_RS02840,44.352271,7.138264,7.968335,9.398627,8.173559,6.183805,22.047424,8.837036,10.924686,10.500908,12.558644
CpCp13_RS02845,1.730171,0.921066,2.056345,2.20148,2.006413,2.109729,2.184637,1.074161,0,4.892896,1.348231
CpCp13_RS02850,5.657927,5.926106,4.510378,3.800669,4.987639,4.318973,9.720455,2.261817,6.431136,5.151389,3.400786
CpCp13_RS02855,12.63623,7.037725,7.599579,8.418336,8.322374,4.72089,28.513463,7.034995,10.201503,12.818009,10.595958
CpCp13_RS02860,0.390075,0.761415,5.464001,1.408947,0,0,0.386993,1.065567,0,0,0.835903
CpCp13_RS02865,0.105999,0,0.178174,0,0,0.284355,0.126193,0,0,0,0.136289
CpCp13_RS10605,0,0,0,0,0,0,0,0,0,0,0
CpCp13_RS02870,7.960713,8.93497,10.779322,9.524772,8.0393,7.785904,20.336864,11.144964,10.43419,11.14382,11.514995
CpCp13_RS02875,7.917806,11.26405,12.532113,9.08868,6.276942,9.300227,21.834912,9.53145,12.508265,16.698691,15.385607
CpCp13_RS02880,4.574953,6.345124,2.698272,5.870614,3.839432,4.037135,18.632984,4.933182,0,2.247108,8.513831
CpCp13_RS02885,15311.686729,7167.031455,7242.676849,7029.408692,6251.67962,6098.575361,10429.162979,7453.962848,5754.729998,9081.626454,9291.489522
CpCp13_RS02890,0.740649,0.722862,0.691646,1.67201,1.18099,0.413934,2.571787,1.011614,2.15728,0,0.39679
CpCp13_RS02895,4.128817,23.717459,20.379843,22.36988,13.794087,13.185805,6.55391,21.268379,17.867148,39.632458,29.450426
CpCp13_RS02900,1.060873,3.10619,2.743432,5.637263,3.383198,3.420586,1.821619,2.675064,1.426152,4.569433,6.16435
CpCp13_RS02905,0.252826,2.115041,2.428445,2.397167,1.382195,2.301167,1.934964,2.811914,0.631204,3.370662,2.902442
CpCp13_RS02910,0.288517,3.37906,2.263196,2.813726,4.416482,4.6439,1.545681,2.364424,2.016865,3.231049,7.419261
CpCp13_RS10615,0,0,0,0,0,0,0,0,0,0,0
CpCp13_RS02915,12668.605227,41542.368054,40836.014479,30545.326967,28246.498541,27551.562919,20406.520594,34340.966942,39793.42998,40439.62195,38155.290719
CpCp13_RS02920,4325.802463,299.830826,282.681574,116.267976,2702.831742,1684.255716,7633.680592,209.021525,532.357984,1690.543328,2659.185383
CpCp13_RS02925,838819.622992,368625.673927,357610.506354,487598.459801,497866.823731,496237.679802,724958.581437,466953.559398,587414.882633,269753.717206,270660.039415
CpCp13_RS02930,0.445679,0.186418,0.624287,0.129358,0.609129,0,0.757984,0.391326,0,0.594175,0.511638
CpCp13_RS02935,0.595534,1.743698,0.417099,1.209974,1.4244,0.499249,0.886243,0.305029,0,0,0.478571
CpCp13_RS02940,0.229702,0.366849,0.292505,0.169707,0.266376,0.630208,0.621509,0.256694,0.364936,0,0.201369
CpCp13_RS02945,0.975187,0.685273,1.274934,0.880592,0.995181,0.39241,1.509272,1.172124,1.136167,0.485375,0.794108
CpCp13_RS02955,3.354644,2.741093,4.808321,5.07221,1.990361,6.540159,7.430261,5.754063,4.090202,5.824503,10.532382
CpCp13_RS02960,24.379683,9.517685,8.537502,9.906661,22.028738,12.262799,56.83956,4.994846,14.202092,18.959972,16.979287
CpCp13_RS02965,1.677742,3.070221,3.231399,2.84062,2.675217,1.406486,4.369273,3.437314,1.832528,9.785792,3.03352
CpCp13_RS02970,0.126648,0.247213,0.354805,0.400269,0,0,0.251294,0.691927,0.737771,1.575894,0.271397
CpCp13_RS02975,7.344003,3.877576,5.227902,5.626005,5.759147,2.018568,11.466452,2.71325,2.104014,2.247108,2.902442
CpCp13_RS02980,2.521216,6.128461,6.130343,6.668874,5.157949,5.104515,12.034531,6.529848,4.15671,6.215171,6.728003
CpCp13_RS02985,2.016012,2.470938,1.576154,3.365725,0.299033,0.786077,2.511732,2.305314,0.819351,2.625227,1.054926
CpCp13_RS02990,4.741737,2.095637,2.506423,2.54483,0.855947,1.350033,5.059309,1.466377,2.3453,0.834935,2.875814
CpCp13_RS02995,4.893413,2.86554,3.525162,3.834837,2.898152,1.6409,8.738546,2.148321,3.054213,9.785792,3.145873
CpCp13_RS03000,0.429744,0.58074,0.370441,1.119397,0.421687,0.2217,0.98388,0.677267,0,1.851007,1.168848
CpCp13_RS03005,1.900789,2.097117,1.157627,4.179081,2.635542,1.662752,5.821289,3.612092,4.814268,3.085012,4.073258
CpCp13_RS03010,60.883004,35.498212,31.011739,38.91245,36.982875,39.771035,75.30631,14.039496,4.60606,29.515913,19.485485
CpCp13_RS03015,0.581854,0.408874,0.717232,0.504396,0,0.390224,0.761979,0.381468,0,0.434405,0.374062
CpCp13_RS03020,2.202036,1.842133,0.881291,2.450034,2.006413,2.373445,3.979159,4.511474,6.87198,10.275082,3.539107
CpCp13_RS03025,5.306166,3.079251,2.276667,3.820216,1.52448,2.885364,10.670756,3.329898,4.177086,3.568936,2.765857
CpCp13_RS03030,4.007619,3.52024,0.748493,2.985569,0,1.567846,5.765132,3.284283,1.167295,1.246683,3.220518
CpCp13_RS03035,0.629081,0,1.76238,0.852089,0,0,1.872332,0,0,0,0
CpCp13_RS03040,0.146802,0.122809,0,0.312468,0.133761,0.140649,0.374509,0.343731,0,0.782863,0.202235
CpCp13_RS03045,1.32748,1.494924,1.430367,1.452285,0.325648,1.02725,2.127447,2.092082,4.46139,2.858886,2.461757
CpCp13_RS03050,1.507108,2.595732,3.35291,3.18214,2.544496,2.82416,1.715082,3.632616,4.647957,3.309377,2.279736
CpCp13_RS03055,1.055027,0.834885,1.118363,0.733827,0.545603,0.382465,2.036804,0.81787,0.498319,2.128839,0.549936
CpCp13_RS03060,0.878547,2.572347,0.246126,1.427987,0.560349,2.062212,0.522963,1.439956,1.535361,0,0.847199
CpCp13_RS03065,0.125024,1.610685,0.980718,0.745116,1.754325,0.503089,3.274554,1.639334,1.74795,1.400121,1.366381
CpCp13_RS03070,0.498271,1.250499,0.897372,1.01236,0.227003,0.954768,3.601575,1.604184,4.975915,4.650037,2.173654
CpCp13_RS03075,0.105426,0.463023,0.147676,0.571195,1.008629,0.618664,3.530001,1.835944,0.460608,1.475803,1.948559
CpCp13_RS03080,0.198209,1.160693,0.888455,0.644336,0,0.26586,5.781294,1.62434,0.692785,8.878816,1.656516
CpCp13_RS03085,0,0.237942,0.910667,0.330222,0.259162,0.681267,1.814029,1.831444,2.130314,0.758399,0.914269
CpCp13_RS03090,1.230377,6.537849,7.787478,7.931501,6.684917,6.265106,6.984857,10.549863,9.158358,25.516224,21.092889
CpCp13_RS03095,1.94211,8.953077,7.17729,8.003687,3.689759,5.403945,8.239994,8.804475,8.665683,13.882556,14.477776
CpCp13_RS03100,1.163576,4.218065,3.259773,3.827574,1.767011,3.1586,7.915761,3.178539,2.904973,4.136721,2.493462
CpCp13_RS03105,1.298616,2.582689,1.098292,1.858536,3.125567,0.903791,10.720088,1.807181,1.712815,4.57326,3.859227
CpCp13_RS10620,3.658911,0,0,0,0,0,54.449995,29.985125,0,0,0
CpCp13_RS03110,44.401155,1603.390426,1617.075688,972.283092,613.592802,1290.377089,66.075477,909.679362,517.307191,1104.978611,951.485754
CpCp13_RS03115,26.264827,4.806391,11.497073,31.128671,31.410128,8.256883,46.414557,23.54218,14.343993,15.31953,23.744682
CpCp13_RS03120,9.059433,4.054872,4.526392,7.112475,6.992764,3.869917,17.689462,3.546637,7.059028,14.00121,8.903113
CpCp13_RS03125,16.839721,22.756599,25.402843,29.82761,16.52401,13.03116,73.252288,53.078131,22.637948,48.355115,12.491428
CpCp13_RS03130,4.299213,4.912354,3.231399,2.130465,1.337608,2.812972,5.617637,2.577985,3.665056,3.914317,2.696462
CpCp13_RS03135,3.603953,3.413952,1.930218,2.871496,3.380369,1.954939,9.622238,3.040341,3.704894,2.967648,5.792265
CpCp13_RS03140,6.941039,4.03102,1.928471,3.962664,1.097626,2.693007,9.048801,3.290722,2.005001,3.212042,3.687809
CpCp13_RS03145,1.626367,0.629983,0.638235,1.122883,0.726527,1.039805,2.674544,0.829773,0.442375,1.535499,0.650931
CpCp13_RS03150,1.209535,0.885366,0,0.511972,0.964322,0.506989,1.124979,0.619516,0,2.821949,9.476811
CpCp13_RS03155,1.480651,0.59797,1.28733,0.96819,0.976944,0.684833,2.88725,0.836833,2.676834,0,1.805289
CpCp13_RS03160,40.071334,8.306344,5.464001,11.527751,4.523548,3.56736,42.217391,2.179569,6.197276,16.546885,13.108484
CpCp13_RS03165,3.712003,2.947412,4.3477,2.954244,2.675217,1.617459,6.116982,2.234254,1.832528,7.04577,5.19069
CpCp13_RS03170,6.351704,2.903701,2.182954,2.622587,1.054217,0.791787,9.06575,2.128554,1.650606,3.085012,2.504674
CpCp13_RS03175,7.9749,9.340062,2.978905,4.32079,0,16.04526,12.659017,6.535507,9.291364,19.846542,11.962757
CpCp13_RS03180,0.714797,0.523224,0.143037,0.328493,0.40706,0.385219,2.089457,0.732229,0.446139,0.476481,0.451322
CpCp13_RS03185,1.887459,12.894929,15.158197,13.549756,6.42052,8.860861,8.426455,25.006457,17.592269,25.834491,23.863693
CpCp13_RS03190,5.003476,1.723525,2.693522,2.498259,1.501782,1.579113,9.402289,1.205999,1.714538,2.563602,2.270562
CpCp13_RS03195,14.008644,8.611239,8.456192,8.386591,9.379183,9.602615,21.422813,6.025529,6.762901,10.111985,11.443915
CpCp13_RS03200,13.516141,6.832108,5.056976,9.153785,9.407041,7.898387,41.997012,5.141422,4.231775,9.860897,6.863653
CpCp13_RS03205,0.229456,0.335918,0.160706,0.310797,0,0.384715,0.170732,0,0,0,0.18439
CpCp13_RS03210,0.415957,0.811935,0,0.187804,0,0,0.550227,0.378756,0,0,0.297122
CpCp13_RS03215,0.133587,0,0.374247,0.452359,0,0,1.590381,0,0,0,0.858805
CpCp13_RS03220,0.169598,0.248287,0.118783,0.28715,0,0,0.630966,0,0.740979,0,0
CpCp13_RS03225,1.542157,0.53122,1.651907,1.167297,0.289297,0.152097,2.15996,1.858548,1.58535,0.846585,0.874783
CpCp13_RS03230,1.950375,4.726023,1.318897,2.915063,0.857914,2.48075,4.003373,3.306933,1.175346,7.531685,3.45891
CpCp13_RS03235,3.792395,3.701322,6.450557,5.870614,2.015702,1.816711,9.002956,4.994846,1.57801,6.741323,5.950007
CpCp13_RS03240,396.92196,718.432396,760.191509,909.082656,423.471469,362.997792,1323.119859,449.479718,504.484631,889.011225,593.856738
CpCp13_RS03245,136.189792,252.003023,265.232424,301.733089,193.748085,171.468337,453.560066,219.898474,221.196268,349.634976,299.439704
CpCp13_RS03250,1464.452474,1154.894364,1152.04293,932.119706,1150.832722,1604.076192,4783.267481,1444.286046,659.990791,3759.343103,2845.978379
CpCp13_RS03255,520.31235,466.362763,332.188305,556.138261,383.786427,350.137883,1490.662332,384.341028,371.144955,957.934188,648.516367
CpCp13_RS03260,345.284542,405.601938,454.698011,532.098767,507.709496,523.453254,1184.588296,584.566374,451.664742,945.469713,917.147185
CpCp13_RS03265,685.556338,1814.489335,1291.247749,1327.297851,1062.26343,1389.70925,1729.167966,1110.943565,1827.591626,2963.975519,4208.09824
CpCp13_RS03270,103.383036,53.247592,47.440821,49.354807,50.851715,44.853121,134.728389,43.738655,39.151713,56.572457,61.845553
CpCp13_RS03275,121.198631,34.10504,32.505748,32.288377,45.785222,41.405871,146.39882,31.079045,26.431671,56.879916,41.577485
CpCp13_RS03280,4.293735,5.11398,8.495027,6.93302,4.796424,4.47399,13.573626,5.864596,2.967601,6.791632,3.664875
CpCp13_RS03285,27.005188,17.083025,18.680346,17.386049,20.73293,24.315977,80.871562,28.005293,20.392747,43.55932,33.2218
CpCp13_RS03290,232.871528,107.255352,139.274856,88.602174,83.443071,26.321942,412.741647,139.377866,91.453829,48.836806,193.443218
CpCp13_RS03295,37.998679,46.275643,45.690354,48.736217,47.18529,34.392218,72.060719,58.560268,32.322002,37.658427,25.941828
CpCp13_RS03300,0,0.339917,0.650476,0,0,0,0.172765,0.23785,0,0,0.186586
CpCp13_RS03305,0.325062,0.951769,1.138334,0.330222,0.518323,1.090027,0.725611,1.664949,0,0,0.52244
CpCp13_RS03310,17.613516,10.062751,8.665376,9.601169,10.686136,11.956679,31.709538,8.801492,6.006171,15.234797,11.46145
CpCp13_RS03315,9.119009,5.559002,6.044249,5.766709,4.403454,4.630201,17.894134,5.186389,3.519102,8.053793,7.582309
CpCp13_RS03320,3.563185,2.196389,2.626924,2.963531,0.39871,1.048102,8.558494,2.305314,1.092469,4.66707,7.032841
CpCp13_RS03325,9.464113,6.178694,3.403804,6.236324,4.690401,3.752551,12.751728,5.371507,2.793854,4.17741,4.624875
CpCp13_RS03330,9.39726,6.229758,7.450911,6.004037,7.91621,4.16192,15.831522,5.812185,3.098638,6.618754,3.989539
CpCp13_RS03335,4.069127,3.286683,2.162015,2.185642,1.34242,1.176288,7.308316,2.012312,2.45216,1.309466,4.059243
CpCp13_RS03340,0.768329,0.692195,1.103839,1.521023,0.251308,0.396373,2.11087,0.887973,1.032879,2.206251,1.26652
CpCp13_RS10630,0,0,0,0,0,0,7.490503,0,0,0,0
CpCp13_RS03345,28.768866,6.683676,5.501619,5.047111,4.603353,5.178095,45.459992,2.407155,1.759984,1.879681,1.564621
CpCp13_RS03350,4.514756,4.097892,4.553334,2.170904,3.31151,2.800763,7.86079,1.94244,2.761518,4.63466,4.13598
CpCp13_RS03355,3.517799,1.043034,1.372238,1.266605,2.272102,1.493187,5.036207,2.007062,3.890984,4.986732,1.431341
CpCp13_RS03360,5.319204,4.650687,4.346365,5.203499,4.358627,4.2734,10.004642,3.178539,3.227748,5.515628,3.918297
CpCp13_RS03365,6.599753,1.153659,1.931718,1.667788,0.628271,2.147022,9.235054,2.01812,4.303664,2.757814,3.324616
CpCp13_RS03370,6.998022,9.865508,8.441065,10.663648,8.26562,7.822118,26.131653,28.010966,35.104174,36.282206,38.42795
CpCp13_RS03375,2.625504,4.941875,3.546347,4.381792,3.588392,2.672661,5.442086,3.265861,4.096757,5.250454,5.425334
CpCp13_RS03380,2.715712,2.409541,1.844389,2.062146,2.099537,3.035517,6.000837,2.697639,2.876373,2.303997,5.026001
CpCp13_RS03385,7.995789,1.859778,3.192568,3.264264,3.336334,2.380518,24.854276,2.526129,1.958909,4.881648,3.36283
CpCp13_RS03390,27.262422,20.525959,29.459332,25.848804,27.324547,13.059805,90.414281,46.279479,27.225251,65.422897,37.556657
CpCp13_RS03395,13.132414,4.806391,2.299415,5.558691,15.705064,11.009177,48.857428,13.452674,0,0,2.638298
CpCp13_RS03400,7.753929,7.521293,6.130343,7.21656,7.888627,6.061611,15.715681,11.69525,7.482078,4.439408,7.645458
CpCp13_RS03405,0.126648,0,0.532208,0.514632,0.403888,0,1.696234,0.259473,0,1.18192,0.203548
CpCp13_RS03410,0.514159,2.408694,0.864253,1.253567,1.31175,0.172412,2.44846,1.264074,0,1.919322,1.81798
CpCp13_RS03415,3.786442,0.41836,0.800586,0.870915,0,0.119783,4.358984,0.731846,0.624268,0,0.803753
CpCp13_RS03420,1.489059,1.025858,0.817964,1.344617,2.048463,1.272786,3.562882,2.03383,1.530764,1.634872,2.064731
CpCp13_RS10635,1073.876767,549.299128,652.441521,547.651601,350.718904,282.007071,9049.40978,5354.535495,1808.888728,4829.778583,4772.306564
CpCp13_RS03425,0.717777,2.174091,0.970762,2.983732,1.105055,1.161957,1.767987,1.419855,1.730204,1.385907,1.19339
CpCp13_RS03430,0.722361,2.115041,1.618963,1.663341,1.842927,1.937825,1.934964,3.551891,0,6.741323,7.198057
CpCp13_RS03435,4.856964,5.555069,5.952997,5.448021,4.356336,4.071695,19.763735,5.286374,5.968194,10.623486,13.294767
CpCp13_RS03440,3.29284,2.34852,2.010563,3.202153,2.154071,4.034514,3.518116,3.286652,2.213313,1.575894,2.781821
CpCp13_RS03445,4.344894,1.978925,2.028713,2.288668,0.923744,0.647541,5.316361,5.143208,0.843689,1.802136,1.396621
CpCp13_RS03450,0.939069,1.269025,3.440297,1.467653,0.921464,2.180053,1.934964,2.071936,1.262408,4.044794,2.786345
CpCp13_RS03455,0.693954,0.641642,0.204644,0.494715,0.232954,0.367425,1.956705,0.598633,0.638296,0.681707,0.587011
CpCp13_RS03460,25.612374,85.705035,20.500975,0,0,12.269365,76.229992,14.992563,0,0,11.761185
CpCp13_RS03465,0.93768,2.196389,0.525385,1.016068,2.392261,0.314431,1.953569,0,1.638703,0,2.109852
CpCp13_RS03470,14.508885,28.785195,21.989273,28.672938,21.238612,16.217469,57.57697,26.964049,18.012409,36.995067,41.030622
CpCp13_RS03475,0.737688,2.212598,1.10893,2.095874,0.803305,0.663669,2.302678,1.032145,0.314437,4.029869,1.330197
CpCp13_RS03480,7.873439,15.680777,12.652298,11.530704,6.117914,6.164904,13.917465,9.989693,5.587708,10.443526,8.093532
CpCp13_RS03485,9.294378,4.230082,4.317235,4.40296,4.300163,2.583767,8.74317,2.565254,3.366422,8.089588,5.572689
CpCp13_RS03490,1.680595,1.165431,0.743402,1.55751,1.128323,0.667363,3.883091,0.543657,0.386451,1.238202,0.639722
CpCp13_RS03495,0.623857,0.961382,1.195825,1.067384,0.628271,0.660622,1.465882,0,0.573822,1.225695,0.94989
CpCp13_RS03505,10.26513,3.005585,1.848722,3.476021,2.3383,4.179801,17.45832,6.008838,1.281392,8.211236,4.478054
CpCp13_RS03510,3.093868,0.966262,0.647174,1.97798,0.999811,1.825933,6.507175,1.825528,2.162755,2.463834,2.625458
CpCp13_RS03515,0.706657,1.379375,0.725894,0.861449,0.901432,0.947849,2.664081,1.5443,1.234965,2.637909,1.892897
CpCp13_RS03520,4.519161,1.857109,0.666342,1.718228,1.517044,0,3.303597,0.324868,0,1.479803,5.861517
CpCp13_RS03525,6.047251,3.828343,3.815643,4.944106,2.432355,2.557604,7.134503,6.920234,3.808382,4.067391,7.880374
CpCp13_RS03530,99.850086,79.08281,61.569576,82.334077,110.434589,87.519918,130.229267,98.440706,65.586337,152.829536,122.64384
CpCp13_RS03535,7.562677,9.323447,15.332656,9.839269,12.058949,8.675722,11.254381,10.601307,0,9.286517,9.595829
CpCp13_RS03540,12.235841,10.236001,10.824908,12.585821,11.14884,12.339923,17.250384,9.424239,6.431136,15.454166,8.280175
CpCp13_RS03545,17.925643,10.662967,12.923156,9.372277,10.065365,10.855037,25.531887,6.134749,9.900214,10.573528,17.038902
CpCp13_RS03550,14.800385,476.68364,248.780875,200.470741,424.795017,124.07472,66.075477,788.38878,387.980394,2209.957223,2069.481515
CpCp13_RS03560,13.400302,7.587526,4.298602,5.957852,5.219479,2.286769,89.103052,32.833257,44.691898,41.367212,35.620882
CpCp13_RS03565,15.010737,18.836048,13.588485,21.922594,16.282406,21.058629,51.818532,45.816602,38.367955,60.989565,58.589824
CpCp13_RS03570,1.165985,0.620719,1.78174,2.871496,2.704295,1.777217,1.892899,1.737338,0,1.978432,2.044329
CpCp13_RS03575,6.322643,15.060953,13.810113,15.676475,11.619554,10.780483,17.542254,10.977684,18.728033,20.001729,9.645039
CpCp13_RS03580,0.860459,2.519387,0.80353,3.496469,0,1.923576,6.402454,1.175258,2.506252,8.030106,1.843904
CpCp13_RS03585,2.870879,2.134808,1.021309,1.789989,1.743891,1.22246,5.696389,2.053956,3.185516,5.103245,2.783089
CpCp13_RS03590,29.776355,32.440506,32.979551,38.456072,48.583596,58.05149,84.501219,36.88676,60.508808,25.849607,71.228261
CpCp13_RS03595,5.062448,6.241105,4.478689,6.135273,4.078609,4.646015,19.191034,6.987326,7.450278,9.946215,6.680375
CpCp13_RS03600,0.812656,4.079008,3.252382,1.886983,1.480924,3.114362,5.182939,4.756997,0,13.001124,14.553675
CpCp13_RS03605,0.992447,2.526819,0.846195,2.045623,2.201727,0.434081,2.568536,2.652131,2.26228,1.610759,1.664409
CpCp13_RS03610,6.772915,9.380543,9.605305,14.046332,7.349137,6.031271,19.82362,8.521467,11.296188,12.588984,12.375947
CpCp13_RS03615,1.148464,1.533842,1.693389,0.818732,0.771059,0.472945,2.878458,0.495357,0.352118,1.128197,1.165774
CpCp13_RS03620,1.228582,0.449654,2.151182,1.872125,1.469263,2.059893,3.428085,6.29272,2.68386,0,0.987287
CpCp13_RS03625,72.469804,17.915643,14.999219,13.208881,12.195841,10.259074,136.585676,14.103096,10.025006,14.275744,30.117106
CpCp13_RS03630,2.945197,4.215888,3.850471,2.393556,2.922091,2.194684,6.038645,2.949976,2.287585,2.443164,5.890594
CpCp13_RS03635,2.233253,1.307774,0.834199,2.419948,3.798399,1.747371,4.209654,1.525144,0,2.778866,1.196427
CpCp13_RS03640,15.377954,4.941875,6.830001,10.03367,10.16711,5.974184,23.721911,5.763284,11.47092,5.250454,13.563336
CpCp13_RS03645,0.860459,0.387598,0.30905,0.627571,0.140721,0.221951,0.919327,0.090404,0,0.4118,0.425516
CpCp13_RS03650,0.946077,0.85233,0.815523,1.57718,0,0.244036,2.166004,0.894599,0,2.716653,0.233928
CpCp13_RS03655,4.154045,4.004844,5.322079,6.381434,3.554217,2.038491,5.201786,3.113671,2.655976,6.618754,4.152377
CpCp13_RS03660,2.303592,4.04689,3.657009,5.200347,2.693648,4.634759,3.428085,2.989042,6.70965,3.582987,4.195972
CpCp13_RS03665,1.184807,3.202212,1.276636,2.345502,0,0.305615,4.068849,1.493786,4.778274,3.402163,1.757741
CpCp13_RS03670,16.485648,13.791215,21.442928,15.949827,11.265829,5.92297,45.561435,16.887685,0,54.946354,17.032947
CpCp13_RS03675,0.648161,1.897786,1.48568,1.39671,1.503294,0.987939,2.192179,1.690099,2.574397,0.549896,1.609935
CpCp13_RS03680,1.656689,2.645843,2.109653,3.569968,4.322696,3.408963,4.482542,4.319867,1.316024,4.919344,3.267769
CpCp13_RS03685,1.265108,1.543408,1.181406,2.070581,0.672419,1.060566,2.98089,1.29596,1.842434,1.967738,2.880478
CpCp13_RS03690,0.816333,1.679592,0.24724,1.016068,0.844327,0.443902,2.035652,0.81364,0.771154,0.4118,0.992872
CpCp13_RS03695,2.516613,7.368531,8.42122,6.912175,3.789891,7.149637,6.137788,4.153421,1.221685,8.48102,6.741156
CpCp13_RS10640,0.105999,0,0,0.430724,0.676074,0.355443,0.630966,0,0,0,0
CpCp13_RS03705,2.211765,0,2.534846,0.953218,0,0.674243,2.692991,0.411946,0,1.876451,0.323159
CpCp13_RS03710,2.755964,0,1.187826,1.435748,6.760738,0.710887,6.309664,0.868669,0,0,1.362886
CpCp13_RS03715,0.420339,0.861515,0.294397,0.512414,0.536196,0.563807,8.444616,3.703076,1.836477,3.530478,4.256081
CpCp13_RS03720,0.14341,0.239942,0,0.360747,0.653349,0.206097,3.658545,2.014728,1.432144,2.294316,2.173173
CpCp13_RS03725,0.239569,0.330093,0.434278,0.515375,0.179765,0.141766,1.509943,1.270366,1.970232,0.789086,1.947824
CpCp13_RS03730,1.035597,1.516092,1.329735,1.753391,2.476943,1.736326,2.311682,1.591279,0,4.026897,4.161023
CpCp13_RS03735,1.333983,1.077474,0.64434,0.872285,0,0.308498,1.095263,0,2.411676,0.858565,0.739301
CpCp13_RS03740,2.158201,1.404249,2.687214,2.815008,2.039305,3.216472,14.036417,2.292716,1.396927,1.491932,3.854063
CpCp13_RS03745,0.304746,0.446142,0.426875,0.859953,0.485928,0.851583,1.587275,0.936534,0,0,1.061205
CpCp13_RS03750,0.17311,0.337906,0.484971,0.703432,1.104121,0,0.515227,0.236442,0,0,0.556445
CpCp13_RS03755,2.00381,0,0.374247,1.266605,0,0,2.783167,0,0,0,0
CpCp13_RS03760,0.847989,0,1.187826,1.148598,0,4.265321,6.309664,0.868669,0,7.913727,4.088658
CpCp13_RS03765,3.360443,3.601286,3.322703,5.830948,4.062534,3.24062,4.510557,0.539983,1.535361,3.689508,4.024197
CpCp13_RS03770,0.388349,0.505364,0.48354,1.344267,1.100864,0.868163,0.38528,0.707235,0.754093,1.610759,0.554803
CpCp13_RS03775,1.357856,2.168587,0.922194,1.616277,1.837095,2.207649,1.347127,0.168602,0.719093,0,0.264526
CpCp13_RS03780,1.761893,1.559621,1.434874,1.248739,1.045358,0.274797,1.768297,0.335788,0.716072,0.382386,0.460976
CpCp13_RS03785,6.184115,3.830288,2.831952,5.154685,1.896305,1.595161,11.326617,9.015089,9.352597,9.988668,9.747958
CpCp13_RS03790,6.094491,5.353321,5.97583,14.446196,15.548602,3.065484,15.418156,17.480731,5.325409,22.750363,23.508126
CpCp13_RS03795,2.36098,6.612287,6.326738,5.978757,2.618896,2.409532,8.860097,10.094848,3.587897,19.159551,14.18836
CpCp13_RS03800,4.875937,7.045559,4.967274,7.976792,1.615553,2.123428,14.889169,14.27099,13.279878,9.455363,15.673188
CpCp13_RS03805,6.600997,7.318654,8.383395,7.343566,5.389065,7.850552,18.598704,5.698092,2.768639,6.570965,8.939941
CpCp13_RS03810,12.30935,3.919047,4.285491,4.079213,3.04896,1.442682,14.44109,2.742269,2.088543,3.568936,3.841468
CpCp13_RS03815,26.909651,2.963053,3.608303,3.239914,3.520686,3.084981,23.411236,3.204241,0.803892,3.434259,3.548646
CpCp13_RS03820,23.90165,3.359183,5.356864,4.40296,6.097921,3.20596,42.113917,11.75258,3.341669,3.568936,3.687809
CpCp13_RS03825,11.83165,27.219146,13.02185,18.31535,16.170834,11.335679,10.061281,13.851644,14.769397,7.886933,12.224442
CpCp13_RS03830,3.42353,3.240063,4.359575,3.93456,1.985068,2.435166,3.602326,2.408862,1.813033,4.518121,1.889675
CpCp13_RS03835,6.343452,9.979709,7.426798,6.925045,5.434846,10.159471,8.735516,6.983086,4.963838,7.068572,5.478007
CpCp13_RS03840,0.221633,0.185409,0.354805,0.128658,0.201944,0,0.659647,0,0,0.59096,0.203548
CpCp13_RS03845,1.058343,1.032927,2.329613,2.32094,1.125043,1.943458,2.474954,2.271558,0.440375,1.8813,2.753945
CpCp13_RS03850,4.231185,3.303659,2.032067,4.421155,3.855297,1.351273,11.393898,4.623329,3.52118,6.76918,3.497323
CpCp13_RS03855,1.022374,1.535111,2.203226,2.130465,0.836005,1.14277,1.872546,2.148321,1.374396,1.467869,1.685289
CpCp13_RS03860,0.878547,2.057878,3.076577,1.665985,1.681048,1.473009,3.660742,1.439956,1.535361,0.819891,0.988399
CpCp13_RS03865,1.418454,4.776148,2.781673,3.122099,3.618839,1.664768,3.799565,3.923225,0.619728,4.633128,5.927315
CpCp13_RS03870,3.343499,3.589527,3.590629,6.566701,4.975903,2.989787,10.117096,2.968366,2.921573,6.240539,5.373664
CpCp13_RS03875,10.952843,3.09442,3.364533,4.619855,3.676776,3.221753,23.877262,3.543142,4.197663,10.759551,2.933897
CpCp13_RS03880,27.810898,2.820055,4.890618,2.038408,3.839432,1.009284,52.315687,2.466591,0,6.741323,3.482931
CpCp13_RS03885,45.703243,16.220253,38.799471,23.448824,8.833381,11.610298,82.440214,5.674886,0,0,17.807065
CpCp13_RS03890,327.068024,478.8204,320.699929,243.656927,286.836673,95.965787,693.583885,184.274338,142.897163,763.078069,381.105647
